"","trial_number","trap_number","prawn_id","stage","treatment","abdomen_turgor","abdomen_retraction","leg_movement","leg_retraction","maxilliped_movement","maxilliped_retraction","antenna","eye_turgor","pleopods","mouth","comments","Person","All_id","score"
"272",5,5,55,3,60,0,0,1,1,1,1,1,1,0,1,"","EA","5 - 5 - 55",7
"273",5,5,56,3,0,1,1,1,1,1,1,0,1,0,1,"","EA","5 - 5 - 56",8
"274",5,5,57,2,30,1,1,1,1,1,1,1,1,1,1,"","EA","5 - 5 - 57",10
"275",5,5,58,1,0,1,1,1,1,1,1,1,1,1,1,"","EA","5 - 5 - 58",10
"276",5,5,59,3,0,1,1,1,1,1,1,1,1,1,1,"","EA","5 - 5 - 59",10
"277",5,5,60,2,30,1,0,1,1,1,1,1,1,0,1,"","EA","5 - 5 - 60",8
"278",5,5,61,2,30,1,1,1,1,1,1,1,1,1,1,"","EA","5 - 5 - 61",10
"279",5,5,62,1,90,1,1,1,1,1,1,1,1,1,1,"","EA","5 - 5 - 62",10
"280",5,5,63,3,60,1,0,1,1,1,1,1,1,1,1,"","EA","5 - 5 - 63",9
"281",5,5,64,3,0,1,1,1,1,1,1,1,1,1,1,"","EA","5 - 5 - 64",10
"282",5,5,65,2,60,1,1,1,1,1,1,1,1,1,1,"","EA","5 - 5 - 65",10
"283",5,5,66,1,0,1,1,1,1,1,1,1,1,1,1,"","EA","5 - 5 - 66",10
"284",5,5,67,1,0,1,1,1,1,1,1,1,1,1,1,"","EA","5 - 5 - 67",10
"285",5,5,68,2,30,1,0,1,0,1,1,1,1,0,1,"","EA","5 - 5 - 68",7
"286",5,5,69,1,0,1,1,1,1,1,1,1,1,1,1,"","EA","5 - 5 - 69",10
"287",5,6,70,1,60,1,1,1,1,1,1,1,1,1,1,"","EA","5 - 6 - 70",10
"288",5,6,71,3,0,1,1,1,1,1,1,1,1,1,1,"","EA","5 - 6 - 71",10
"289",5,6,72,3,30,0,0,1,1,1,1,1,1,0,1,"","EA","5 - 6 - 72",7
"290",5,6,73,3,60,1,1,1,1,1,1,1,1,1,1,"","EA","5 - 6 - 73",10
"291",5,6,74,2,0,1,1,1,1,1,1,1,1,1,1,"","EA","5 - 6 - 74",10
"292",5,6,75,1,30,1,1,1,1,1,1,1,1,1,1,"","EA","5 - 6 - 75",10
"293",5,6,76,1,30,1,1,1,1,1,1,1,1,1,1,"","EA","5 - 6 - 76",10
"294",5,6,77,3,0,1,1,1,1,1,1,1,1,1,1,"","EA","5 - 6 - 77",10
"295",5,6,78,3,30,1,1,1,1,1,1,1,1,1,1,"","EA","5 - 6 - 78",10
"296",5,6,79,0,0,1,1,1,1,1,1,1,1,1,1,"","EA","5 - 6 - 79",10
"297",5,6,80,1,90,1,1,1,1,1,1,0,1,1,1,"","EA","5 - 6 - 80",9
"298",6,1,1,2,0,1,1,1,1,1,1,1,1,1,1,"","EA","6 - 1 - 1",10
"299",6,1,2,1,0,1,1,1,1,1,1,1,1,1,1,"","EA","6 - 1 - 2",10
"300",6,1,3,1,30,1,1,1,1,1,1,1,1,1,1,"","EA","6 - 1 - 3",10
"301",6,1,4,1,0,1,1,1,1,1,1,1,1,1,1,"","EA","6 - 1 - 4",10
"302",6,1,5,1,60,0,0,1,1,1,1,1,1,0,1,"","EA","6 - 1 - 5",7
"303",6,1,6,1,0,1,1,1,1,1,1,1,1,1,1,"","EA","6 - 1 - 6",10
"304",6,1,7,3,60,1,1,1,1,1,1,1,1,1,1,"","EA","6 - 1 - 7",10
"305",6,1,8,2,0,1,1,1,1,1,1,1,1,1,1,"","EA","6 - 1 - 8",10
"306",6,1,9,1,30,1,0,1,1,1,1,1,1,0,1,"","EA","6 - 1 - 9",8
"307",6,1,10,2,0,1,1,1,1,1,1,1,1,1,1,"","EA","6 - 1 - 10",10
"308",6,1,11,0,60,1,1,1,1,1,1,1,1,1,1,"","EA","6 - 1 - 11",10
"309",6,1,12,1,0,1,1,1,1,1,1,1,1,1,1,"","EA","6 - 1 - 12",10
"310",6,1,13,1,30,1,1,1,1,1,1,1,0,1,1,"","EA","6 - 1 - 13",9
"311",6,1,14,1,0,1,1,1,1,1,1,1,1,1,1,"","EA","6 - 1 - 14",10
"312",6,1,15,1,60,1,1,1,1,1,1,1,1,1,1,"","EA","6 - 1 - 15",10
"313",6,2,16,3,0,1,1,1,1,1,1,1,1,1,1,"","EA","6 - 2 - 16",10
"314",6,2,17,1,30,1,1,1,1,1,1,1,1,1,1,"","EA","6 - 2 - 17",10
"315",6,2,18,3,30,1,1,1,1,1,1,1,1,1,1,"","EA","6 - 2 - 18",10
"316",6,2,19,3,0,1,1,1,1,1,1,1,1,1,1,"","EA","6 - 2 - 19",10
"317",6,2,20,3,60,0,0,1,1,1,1,1,1,0,1,"","EA","6 - 2 - 20",7
"318",6,2,21,3,0,1,1,1,1,1,1,1,1,1,1,"","EA","6 - 2 - 21",10
"319",6,2,22,2,30,1,1,1,1,1,1,1,1,1,1,"","EA","6 - 2 - 22",10
"320",6,2,23,1,0,1,1,1,1,1,1,1,1,1,1,"","EA","6 - 2 - 23",10
"321",6,2,24,1,30,1,1,1,1,1,1,1,1,1,1,"","EA","6 - 2 - 24",10
"322",6,2,25,1,30,1,1,1,1,1,1,1,1,0,1,"","EA","6 - 2 - 25",9
"323",6,2,26,1,30,1,1,1,1,1,1,1,1,1,1,"","EA","6 - 2 - 26",10
"324",6,2,27,1,30,1,1,1,1,1,1,1,1,1,1,"","EA","6 - 2 - 27",10
"325",6,2,28,0,60,1,1,1,1,1,1,1,1,1,1,"","EA","6 - 2 - 28",10
"326",6,2,29,0,60,1,0,1,1,1,1,1,1,1,1,"","EA","6 - 2 - 29",9
"327",6,3,30,1,0,1,1,1,1,1,1,1,1,1,1,"","EA","6 - 3 - 30",10
"328",6,3,31,1,0,1,1,1,1,1,1,1,1,1,1,"","EA","6 - 3 - 31",10
"329",6,3,32,1,90,1,1,1,1,1,1,1,1,1,1,"","EA","6 - 3 - 32",10
"330",6,3,33,2,90,0,0,0,0,0,0,0,0,0,1,"","EA","6 - 3 - 33",1
"331",6,3,34,1,0,1,1,1,1,1,1,1,1,0,1,"","EA","6 - 3 - 34",9
"332",6,3,35,1,0,1,1,1,1,1,1,1,1,1,1,"","EA","6 - 3 - 35",10
"333",6,3,36,1,0,1,1,1,1,1,1,1,1,1,1,"","EA","6 - 3 - 36",10
"334",6,3,37,1,30,1,1,1,1,1,1,1,1,1,1,"","EA","6 - 3 - 37",10
"335",6,3,38,1,30,1,1,1,1,1,1,1,1,1,1,"","EA","6 - 3 - 38",10
"336",6,3,39,0,60,1,1,1,1,1,1,1,1,1,1,"","EA","6 - 3 - 39",10
"337",6,3,40,1,90,1,1,1,1,1,1,1,1,1,1,"","EA","6 - 3 - 40",10
"338",6,3,41,1,30,1,0,1,1,1,1,0,1,1,1,"","EA","6 - 3 - 41",8
"339",6,3,42,1,30,1,1,1,1,1,1,1,1,1,1,"","EA","6 - 3 - 42",10
"340",6,3,43,1,60,1,1,1,1,1,1,1,1,1,1,"","EA","6 - 3 - 43",10
"341",6,3,44,1,0,1,1,1,1,1,1,1,1,1,1,"","EA","6 - 3 - 44",10
"342",6,4,45,1,0,1,1,1,1,1,1,1,1,1,1,"","EA","6 - 4 - 45",10
"343",6,4,46,1,30,1,1,1,1,1,1,1,1,1,1,"","EA","6 - 4 - 46",10
"344",6,4,47,2,30,1,1,1,1,1,1,1,1,1,1,"","EA","6 - 4 - 47",10
"345",6,4,48,3,0,1,1,1,1,1,1,1,1,1,1,"","EA","6 - 4 - 48",10
"346",6,4,49,1,90,1,0,1,1,1,1,1,1,0,1,"","EA","6 - 4 - 49",8
"347",6,4,50,1,0,1,1,1,1,1,1,1,1,1,1,"","EA","6 - 4 - 50",10
"348",6,4,51,1,60,1,1,1,1,1,1,1,1,1,1,"","EA","6 - 4 - 51",10
"349",6,4,52,1,30,1,1,1,1,1,1,1,1,1,1,"","EA","6 - 4 - 52",10
"350",6,4,53,1,0,1,1,1,1,1,1,1,1,1,1,"","EA","6 - 4 - 53",10
"351",6,4,54,1,60,1,1,1,1,1,1,1,1,0,1,"","EA","6 - 4 - 54",9
"352",6,5,55,3,60,1,1,1,1,1,1,1,1,1,1,"","EA","6 - 5 - 55",10
"353",6,5,56,3,0,1,1,1,1,1,1,1,1,1,1,"","EA","6 - 5 - 56",10
"354",6,5,57,1,60,1,1,1,1,1,1,1,1,1,1,"","EA","6 - 5 - 57",10
"355",6,5,58,2,90,1,1,1,1,1,1,1,1,1,1,"","EA","6 - 5 - 58",10
"356",6,5,59,1,30,1,1,1,1,1,1,1,1,1,1,"","EA","6 - 5 - 59",10
"357",6,5,60,3,0,1,1,1,1,1,1,1,1,1,1,"","EA","6 - 5 - 60",10
"358",6,5,61,1,60,1,1,1,1,1,1,1,1,1,1,"","EA","6 - 5 - 61",10
"359",6,5,62,1,60,1,1,1,1,1,1,1,1,1,1,"","EA","6 - 5 - 62",10
"360",6,5,63,2,0,1,1,1,1,1,1,1,1,1,1,"","EA","6 - 5 - 63",10
"361",6,5,64,2,0,1,1,1,1,1,1,1,1,1,1,"","EA","6 - 5 - 64",10
"362",6,5,65,3,0,1,1,1,1,1,1,1,1,1,1,"","EA","6 - 5 - 65",10
"363",6,5,66,1,30,0,0,1,0,1,0,1,1,0,1,"","EA","6 - 5 - 66",5
"364",6,5,67,1,0,1,1,1,1,1,1,1,1,1,1,"","EA","6 - 5 - 67",10
"365",6,5,68,1,30,1,1,1,1,1,1,1,1,0,1,"","EA","6 - 5 - 68",9
"366",6,5,69,0,30,1,1,1,1,1,1,1,1,1,1,"","EA","6 - 5 - 69",10
"367",6,6,70,1,60,1,1,1,1,1,1,1,1,1,1,"","EA","6 - 6 - 70",10
"368",6,6,71,3,30,1,1,1,1,1,1,1,1,1,1,"","EA","6 - 6 - 71",10
"369",6,6,72,1,30,1,1,1,1,1,1,1,1,1,1,"","EA","6 - 6 - 72",10
"370",6,6,73,2,0,1,1,1,1,1,1,1,1,1,1,"","EA","6 - 6 - 73",10
"371",6,6,74,1,0,1,1,1,1,1,1,1,1,1,1,"","EA","6 - 6 - 74",10
"372",6,6,75,1,60,1,1,1,1,1,1,1,1,1,1,"","EA","6 - 6 - 75",10
"373",6,6,76,1,90,1,0,1,1,1,1,1,1,1,1,"","EA","6 - 6 - 76",9
"374",6,6,77,1,0,1,1,1,1,1,1,1,1,1,1,"","EA","6 - 6 - 77",10
"375",6,6,78,0,30,1,1,1,1,1,1,1,1,1,1,"","EA","6 - 6 - 78",10
"376",22,1,1,3,30,0,0,1,1,1,1,1,1,0,1,"","EA","22 - 1 - 1",7
"377",22,1,2,1,0,1,1,1,1,1,1,1,1,1,1,"","EA","22 - 1 - 2",10
"378",22,1,3,1,0,1,1,1,1,1,1,1,1,1,1,"","EA","22 - 1 - 3",10
"379",22,1,4,3,30,1,1,1,1,1,1,1,1,1,1,"","EA","22 - 1 - 4",10
"380",22,1,5,3,60,1,1,1,1,1,1,1,1,1,1,"","EA","22 - 1 - 5",10
"381",22,1,6,1,30,1,1,1,1,1,1,1,1,1,1,"","EA","22 - 1 - 6",10
"382",22,1,7,2,30,1,1,1,1,1,1,1,1,1,1,"","EA","22 - 1 - 7",10
"383",22,1,8,1,0,1,1,1,1,1,1,1,1,1,1,"","EA","22 - 1 - 8",10
"384",22,1,9,2,30,0,0,0,0,0,0,0,1,0,1,"","EA","22 - 1 - 9",2
"385",22,1,10,1,0,1,1,1,1,1,1,1,1,0,1,"","EA","22 - 1 - 10",9
"386",22,1,11,1,0,0,0,0,0,1,0,1,1,0,1,"","EA","22 - 1 - 11",4
"387",22,1,12,1,30,1,1,1,1,1,1,1,1,0,1,"","EA","22 - 1 - 12",9
"388",22,1,13,1,0,0,0,1,0,1,1,0,1,0,1,"","EA","22 - 1 - 13",5
"389",22,2,14,1,0,1,1,1,1,1,1,1,1,1,1,"","EA","22 - 2 - 14",10
"390",22,2,15,1,0,1,1,1,1,1,1,1,1,1,1,"","EA","22 - 2 - 15",10
"391",22,2,16,1,0,1,0,1,0,1,0,1,1,0,1,"","EA","22 - 2 - 16",6
"392",22,2,17,1,0,1,1,1,1,1,1,1,1,1,1,"","EA","22 - 2 - 17",10
"393",22,2,18,1,30,0,0,0,0,0,0,0,1,0,0,"","EA","22 - 2 - 18",1
"394",22,2,19,3,30,1,1,1,1,1,1,1,1,0,1,"","EA","22 - 2 - 19",9
"395",22,2,20,1,30,0,0,1,1,1,1,1,1,0,1,"","EA","22 - 2 - 20",7
"396",22,2,21,1,0,1,1,1,1,1,1,1,1,1,1,"","EA","22 - 2 - 21",10
"397",22,2,22,1,0,1,1,1,1,1,1,1,1,1,1,"","EA","22 - 2 - 22",10
"398",22,2,23,1,0,0,0,1,0,1,0,1,1,0,1,"","EA","22 - 2 - 23",5
"399",22,2,24,1,0,1,1,1,1,1,1,1,1,1,1,"","EA","22 - 2 - 24",10
"400",22,2,25,1,60,1,1,1,1,1,1,1,1,1,1,"","EA","22 - 2 - 25",10
"401",22,2,26,1,0,1,1,1,1,1,1,1,1,1,1,"","EA","22 - 2 - 26",10
"402",22,2,27,1,0,0,0,1,0,1,1,1,1,0,1,"","EA","22 - 2 - 27",6
"403",22,2,28,1,0,1,0,1,0,1,0,1,1,0,1,"","EA","22 - 2 - 28",6
"404",22,2,29,1,30,1,1,1,1,1,1,1,1,1,1,"","EA","22 - 2 - 29",10
"405",22,3,30,3,0,0,0,0,0,0,0,0,1,0,0,"","EA","22 - 3 - 30",1
"406",22,3,31,2,0,1,1,1,1,1,1,1,1,1,1,"","EA","22 - 3 - 31",10
"407",22,3,32,1,0,1,1,1,1,1,1,1,1,1,1,"","EA","22 - 3 - 32",10
"408",22,3,33,3,0,1,1,1,0,1,0,1,1,1,1,"","EA","22 - 3 - 33",8
"409",22,3,34,3,30,1,1,1,1,1,1,1,1,1,1,"","EA","22 - 3 - 34",10
"410",22,3,35,2,30,1,1,1,1,1,1,1,1,1,1,"","EA","22 - 3 - 35",10
"411",22,3,36,1,0,1,1,1,1,1,1,1,1,1,1,"","EA","22 - 3 - 36",10
"412",22,3,37,1,0,1,0,1,0,1,1,1,1,0,1,"","EA","22 - 3 - 37",7
"413",22,3,38,1,60,0,0,1,0,1,0,1,1,0,1,"","EA","22 - 3 - 38",5
"414",22,3,39,1,0,1,1,1,1,1,1,1,1,1,1,"","EA","22 - 3 - 39",10
"415",22,4,40,3,0,1,1,1,1,1,1,1,1,1,1,"","EA","22 - 4 - 40",10
"416",22,4,41,1,0,1,1,1,1,1,1,1,1,0,1,"","EA","22 - 4 - 41",9
"417",22,4,42,1,0,1,1,1,1,1,1,1,1,1,1,"","EA","22 - 4 - 42",10
"418",22,4,43,1,60,0,0,0,0,0,0,0,1,0,0,"","EA","22 - 4 - 43",1
"419",22,4,44,1,0,1,1,1,1,1,1,1,1,1,1,"","EA","22 - 4 - 44",10
"420",22,4,45,3,60,1,1,1,1,1,1,1,1,1,1,"","EA","22 - 4 - 45",10
"421",22,4,46,1,0,0,0,0,0,0,0,0,1,0,0,"","EA","22 - 4 - 46",1
"422",22,4,47,1,0,1,1,1,1,1,1,1,1,1,1,"","EA","22 - 4 - 47",10
"423",22,4,48,1,0,1,1,1,1,1,1,1,1,1,1,"","EA","22 - 4 - 48",10
"424",22,4,49,1,0,0,0,1,1,1,1,1,1,0,1,"","EA","22 - 4 - 49",7
"425",22,4,50,1,0,1,1,1,1,1,1,1,1,1,1,"","EA","22 - 4 - 50",10
"426",22,4,51,1,0,1,1,1,1,1,1,1,1,1,1,"","EA","22 - 4 - 51",10
"427",22,5,52,3,30,1,1,1,1,1,1,1,1,1,1,"","EA","22 - 5 - 52",10
"428",22,5,53,1,0,0,0,0,0,0,0,0,0,0,0,"","EA","22 - 5 - 53",0
"429",22,5,54,1,30,0,0,0,0,0,0,0,1,0,1,"","EA","22 - 5 - 54",2
"430",22,5,55,1,0,1,1,1,1,1,1,1,1,1,1,"","EA","22 - 5 - 55",10
"431",22,5,56,1,0,1,1,1,1,1,1,1,1,0,0,"","EA","22 - 5 - 56",8
"432",22,5,57,3,0,1,1,1,1,1,1,1,1,1,1,"","EA","22 - 5 - 57",10
"433",22,5,58,1,0,1,1,1,1,1,1,1,1,1,1,"","EA","22 - 5 - 58",10
"434",22,5,59,1,0,1,1,1,1,1,1,1,1,1,1,"","EA","22 - 5 - 59",10
"435",22,5,60,3,0,0,0,1,1,1,1,1,1,0,1,"","EA","22 - 5 - 60",7
"436",22,5,61,1,0,1,1,1,1,1,1,1,1,0,1,"","EA","22 - 5 - 61",9
"437",22,6,62,1,0,1,1,1,1,1,1,1,1,1,1,"","EA","22 - 6 - 62",10
"438",22,6,63,2,0,1,1,1,1,1,1,1,1,0,1,"","EA","22 - 6 - 63",9
"439",22,6,64,1,0,1,1,1,1,1,1,1,1,1,1,"","EA","22 - 6 - 64",10
"440",22,6,65,1,0,1,1,1,1,1,1,1,1,1,1,"","EA","22 - 6 - 65",10
"441",22,6,66,1,30,0,0,0,0,1,0,0,1,0,1,"","EA","22 - 6 - 66",3
"442",22,6,67,1,0,1,1,1,1,1,1,1,1,1,1,"","EA","22 - 6 - 67",10
"443",22,6,68,1,30,0,0,0,0,0,0,0,1,0,0,"","EA","22 - 6 - 68",1
"444",22,6,69,1,0,1,1,1,1,1,1,1,1,1,1,"","EA","22 - 6 - 69",10
"445",22,6,70,1,0,1,1,1,1,1,1,1,1,0,1,"","EA","22 - 6 - 70",9
"446",22,6,71,1,90,0,0,0,0,1,0,0,1,1,1,"","EA","22 - 6 - 71",4
"447",22,6,72,1,30,0,0,0,0,0,0,0,1,0,0,"","EA","22 - 6 - 72",1
"448",22,6,73,2,30,1,1,1,1,1,1,1,1,1,1,"","EA","22 - 6 - 73",10
"449",22,6,74,3,0,1,1,1,1,1,1,1,1,1,1,"","EA","22 - 6 - 74",10
"450",22,6,75,1,30,1,1,1,1,1,1,1,1,1,1,"","EA","22 - 6 - 75",10
"451",22,6,76,3,90,0,0,0,0,0,0,0,1,0,0,"","EA","22 - 6 - 76",1
"452",22,6,77,3,90,0,0,1,0,1,0,1,1,0,1,"","EA","22 - 6 - 77",5
"453",22,6,78,1,0,1,1,1,1,1,1,1,1,1,1,"","EA","22 - 6 - 78",10
"454",1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 1 - 1",10
"455",1,1,2,1,30,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 1 - 2",10
"456",1,1,3,1,30,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 1 - 3",10
"457",1,1,4,1,90,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 1 - 4",10
"458",1,1,5,1,30,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 1 - 5",10
"459",1,1,6,3,0,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 1 - 6",10
"460",1,1,7,1,30,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 1 - 7",10
"461",1,1,8,0,60,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 1 - 8",10
"462",1,1,9,2,90,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 1 - 9",10
"463",1,1,10,1,30,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 1 - 10",10
"464",1,1,11,2,0,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 1 - 11",10
"465",1,1,12,1,60,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 1 - 12",10
"466",1,1,13,1,0,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 1 - 13",10
"467",1,1,14,0,0,1,1,1,0,1,0,0,1,1,1,"","EA","1 - 1 - 14",7
"468",1,1,15,1,0,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 1 - 15",10
"469",1,1,16,3,0,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 1 - 16",10
"470",1,1,17,3,0,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 1 - 17",10
"471",1,1,18,1,30,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 1 - 18",10
"472",1,1,19,1,0,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 1 - 19",10
"473",1,1,20,1,60,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 1 - 20",10
"474",1,1,21,1,60,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 1 - 21",10
"475",1,1,22,1,0,1,1,1,1,1,1,1,0,1,1,"","EA","1 - 1 - 22",9
"476",1,1,23,3,30,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 1 - 23",10
"477",1,1,24,1,30,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 1 - 24",10
"478",1,1,25,1,0,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 1 - 25",10
"479",1,1,26,3,0,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 1 - 26",10
"480",1,1,27,2,0,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 1 - 27",10
"481",1,1,28,1,30,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 1 - 28",10
"482",1,1,29,1,0,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 1 - 29",10
"483",1,1,30,1,30,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 1 - 30",10
"484",1,1,31,1,90,1,1,1,1,1,1,1,0,1,1,"","EA","1 - 1 - 31",9
"485",1,1,32,1,0,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 1 - 32",10
"486",1,2,33,1,0,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 2 - 33",10
"487",1,2,34,1,90,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 2 - 34",10
"488",1,2,35,1,30,1,1,0,0,0,0,0,1,1,1,"","EA","1 - 2 - 35",5
"489",1,2,36,1,90,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 2 - 36",10
"490",1,2,37,1,30,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 2 - 37",10
"491",1,2,38,1,60,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 2 - 38",10
"492",1,2,39,2,30,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 2 - 39",10
"493",1,2,40,3,60,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 2 - 40",10
"494",1,2,41,1,60,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 2 - 41",10
"495",1,2,42,1,60,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 2 - 42",10
"496",1,2,43,1,30,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 2 - 43",10
"497",1,2,44,1,60,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 2 - 44",10
"498",1,2,45,1,60,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 2 - 45",10
"499",1,2,46,1,30,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 2 - 46",10
"500",1,2,47,1,60,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 2 - 47",10
"501",1,2,48,1,60,1,1,0,0,0,0,0,1,1,1,"","EA","1 - 2 - 48",5
"502",1,2,49,1,90,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 2 - 49",10
"503",1,2,50,1,0,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 2 - 50",10
"504",1,2,51,1,60,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 2 - 51",10
"505",1,2,52,0,60,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 2 - 52",10
"506",1,2,53,2,0,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 2 - 53",10
"507",1,2,54,1,60,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 2 - 54",10
"508",1,2,55,1,0,1,1,1,0,1,0,1,1,1,1,"","EA","1 - 2 - 55",8
"509",1,2,56,0,60,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 2 - 56",10
"510",1,2,57,1,60,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 2 - 57",10
"511",1,2,58,1,60,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 2 - 58",10
"512",1,2,59,1,0,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 2 - 59",10
"513",1,2,60,1,90,1,1,1,1,1,1,1,1,0,1,"","EA","1 - 2 - 60",9
"514",1,3,61,3,30,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 3 - 61",10
"515",1,3,62,1,0,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 3 - 62",10
"516",1,3,63,2,90,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 3 - 63",10
"517",1,3,64,1,60,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 3 - 64",10
"518",1,3,65,2,30,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 3 - 65",10
"519",1,3,66,2,30,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 3 - 66",10
"520",1,3,67,1,30,0,0,1,1,1,1,0,1,0,1,"","EA","1 - 3 - 67",6
"521",1,3,68,2,30,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 3 - 68",10
"522",1,3,69,3,0,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 3 - 69",10
"523",1,3,70,3,60,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 3 - 70",10
"524",1,3,71,1,0,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 3 - 71",10
"525",1,3,72,1,60,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 3 - 72",10
"526",1,3,73,1,90,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 3 - 73",10
"527",1,3,74,1,60,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 3 - 74",10
"528",1,3,75,2,60,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 3 - 75",10
"529",1,3,76,1,90,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 3 - 76",10
"530",1,3,77,3,90,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 3 - 77",10
"531",1,3,78,1,90,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 3 - 78",10
"532",1,3,79,1,90,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 3 - 79",10
"533",1,3,80,1,60,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 3 - 80",10
"534",1,3,81,1,90,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 3 - 81",10
"535",1,3,82,1,90,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 3 - 82",10
"536",1,3,83,1,60,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 3 - 83",10
"537",1,3,84,1,30,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 3 - 84",10
"538",1,3,85,3,0,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 3 - 85",10
"539",1,3,86,1,60,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 3 - 86",10
"540",1,4,87,1,30,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 4 - 87",10
"541",1,4,88,1,90,0,0,1,0,1,1,0,1,0,1,"","EA","1 - 4 - 88",5
"542",1,4,89,3,60,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 4 - 89",10
"543",1,4,90,0,30,1,1,1,0,1,0,0,1,1,1,"","EA","1 - 4 - 90",7
"544",1,4,91,3,0,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 4 - 91",10
"545",1,4,92,1,0,1,1,1,1,1,1,1,0,1,1,"","EA","1 - 4 - 92",9
"546",1,4,93,1,0,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 4 - 93",10
"547",1,4,94,1,90,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 4 - 94",10
"548",1,4,95,1,0,1,1,1,1,1,1,1,1,1,1,"","EA","1 - 4 - 95",10
