trial_number,trap_number,prawn_id,stage,treatment,abdomen_turgor,abdomen_retraction,leg_movement,leg_retraction,maxilliped_movement,maxilliped_retraction,antenna,eye_turgor,pleopods,mouth,comments
4,3,63,1,30,1,1,1,1,1,1,1,1,1,1,
4,3,64,1,60,1,1,1,1,1,1,1,1,1,1,
4,3,65,1,90,1,1,1,1,1,1,1,1,1,1,
4,3,66,1,90,1,1,1,1,1,1,1,1,1,1,
4,3,67,1,0,1,1,1,1,1,1,1,1,1,1,
4,3,68,1,30,1,1,1,1,1,1,1,1,1,1,
4,3,69,2,30,1,1,1,1,1,1,1,1,1,1,
4,3,70,1,60,1,1,1,1,1,1,1,1,1,1,
4,4,71,3,30,1,1,1,1,1,1,1,1,1,1,
4,4,72,1,0,1,1,1,1,1,1,1,1,1,1,
4,4,73,0,30,1,1,1,1,1,1,1,1,1,1,
4,4,74,1,60,1,1,1,1,1,1,1,1,1,1,
4,4,75,1,90,1,1,1,1,1,1,1,1,1,1,
4,4,76,2,0,1,1,1,1,1,1,1,1,1,1,
4,4,77,1,30,1,1,1,1,1,1,1,1,1,1,
4,4,78,1,60,1,1,1,1,1,1,1,1,1,1,
4,4,79,1,60,1,1,1,1,1,1,1,1,1,1,
4,4,80,1,30,1,1,1,1,1,1,1,1,1,1,
4,4,81,3,30,1,1,1,1,1,1,1,1,1,1,
4,4,82,1,60,1,1,1,1,1,1,1,1,1,1,
4,4,83,3,30,1,1,1,1,1,1,1,1,1,1,
4,4,84,2,0,1,1,1,1,1,1,1,1,1,1,
4,4,85,1,30,1,1,1,1,1,1,1,1,1,1,
4,4,86,2,90,1,1,1,1,1,1,1,1,0,1,
4,4,87,1,90,1,1,1,1,1,1,1,1,1,1,
4,4,88,1,30,1,1,1,1,1,1,1,1,1,1,
4,4,89,1,90,1,1,1,1,1,1,1,1,1,1,
4,5,90,1,60,1,1,1,1,1,1,1,1,1,1,
4,5,91,2,0,1,1,1,1,1,1,1,1,1,1,
4,5,92,2,30,1,1,1,1,1,1,1,1,1,1,
4,5,93,1,30,1,1,1,1,1,1,1,1,1,1,
4,5,94,1,0,1,1,1,1,1,1,1,1,1,1,
4,5,95,1,0,1,1,1,1,1,1,1,1,1,1,
4,5,96,1,0,1,1,1,1,1,1,1,1,1,1,
4,5,97,1,30,1,1,1,1,1,1,1,1,1,1,
4,5,98,1,0,1,1,1,1,1,1,1,1,1,1,
4,5,99,1,30,1,1,1,1,1,1,1,1,1,1,
4,5,100,1,60,1,1,1,1,1,1,1,1,1,1,
4,5,101,3,60,1,0,1,1,1,1,1,1,0,1,
4,5,102,1,90,1,1,1,1,1,1,1,1,1,1,
4,5,103,1,0,1,1,1,1,1,1,1,1,1,1,
4,5,104,1,0,1,1,1,1,1,1,1,1,1,1,
4,5,105,3,30,1,1,1,1,1,1,1,1,1,1,
4,5,106,1,60,1,1,1,1,1,1,1,1,1,1,
4,5,107,2,60,1,1,1,1,1,1,0,1,1,1,
4,5,108,1,30,1,1,1,1,1,1,1,1,1,1,
4,5,109,2,30,1,1,1,1,1,1,1,1,1,1,
4,5,110,1,0,1,1,1,1,1,1,1,1,1,1,
4,5,111,3,30,1,1,1,1,1,1,1,1,1,1,
4,5,112,3,60,1,1,1,1,1,1,1,1,1,1,
4,5,113,3,0,1,1,1,1,1,1,1,1,1,1,
4,5,114,1,0,1,1,1,1,1,1,1,1,0,1,
4,5,115,1,0,1,1,1,1,1,1,1,1,1,1,
4,5,116,1,0,1,1,1,1,1,1,1,1,1,1,
4,5,117,1,30,0,0,1,1,1,1,1,1,0,1,
4,5,118,2,0,1,1,1,1,1,1,1,1,1,1,
4,5,119,1,30,1,1,1,1,1,1,1,1,1,1,
4,5,120,2,0,1,1,1,1,1,1,1,1,1,1,
4,5,121,3,30,1,1,1,1,1,1,1,1,1,1,
4,5,122,1,60,1,0,1,1,1,1,1,1,0,1,
4,5,123,1,30,1,1,1,1,1,1,1,1,1,1,
4,5,124,1,60,1,1,1,1,1,1,1,1,1,1,
4,6,125,1,30,1,1,1,1,1,1,1,1,1,1,
4,6,126,1,0,1,1,1,1,1,1,1,1,1,1,
4,6,127,3,0,1,1,1,1,1,1,1,1,1,1,
4,6,128,1,30,1,1,1,1,1,1,1,1,1,1,
4,6,129,1,30,1,1,1,1,1,1,1,1,1,1,
4,6,130,3,30,1,1,0,0,0,0,1,1,1,1,
4,6,131,1,30,1,1,1,1,1,1,1,1,1,1,
4,6,132,1,0,1,1,1,1,1,1,1,1,1,1,
4,6,133,1,30,1,1,1,1,1,1,1,1,1,1,
4,6,134,1,90,1,1,1,1,1,1,1,1,1,1,
4,6,135,2,30,1,1,1,1,1,1,0,1,0,1,
4,6,136,1,60,1,1,1,1,1,1,1,1,0,1,
4,6,137,3,30,1,1,1,1,1,1,1,1,1,1,
4,6,138,1,90,1,1,1,1,1,1,1,1,1,1,
4,6,139,1,30,1,1,1,1,1,1,1,1,1,1,
4,6,140,1,60,1,1,1,1,1,1,1,1,1,1,
4,6,141,1,90,1,1,1,1,1,1,1,1,1,1,
4,6,142,1,0,1,1,1,1,1,1,1,1,1,1,
4,6,143,1,60,1,1,1,1,1,1,1,1,1,1,
4,6,144,1,90,1,1,1,1,1,1,1,1,1,1,
4,6,145,1,0,1,1,1,1,1,1,1,1,1,1,
4,6,146,0,0,1,1,1,1,1,1,1,1,1,1,
4,6,147,1,0,1,1,1,1,1,1,1,1,1,1,
5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,
5,1,2,3,0,1,1,1,1,1,1,1,1,1,1,
5,1,3,1,60,1,0,1,1,1,1,1,1,0,1,
5,1,4,1,30,1,1,1,1,1,1,1,1,1,1,
5,1,5,2,30,1,1,1,1,1,1,1,1,1,1,
5,1,6,3,30,0,0,1,1,1,1,1,1,0,1,
5,1,7,3,0,1,1,1,1,1,1,1,1,1,1,
5,1,8,1,90,1,1,1,1,1,1,1,1,1,1,
5,1,9,1,30,1,1,1,1,1,1,1,1,1,1,
5,1,10,1,0,1,0,1,1,1,1,1,1,0,1,
5,1,11,1,30,0,0,1,1,1,1,1,1,1,1,
5,1,12,3,30,1,1,1,1,1,1,1,1,1,1,
5,1,13,1,0,1,1,1,1,1,1,1,1,1,1,
5,2,14,1,0,1,1,1,1,1,1,1,1,1,1,
5,2,15,3,30,1,1,1,1,1,1,1,1,1,1,
5,2,16,2,0,1,1,1,1,1,1,1,1,1,1,
5,2,17,2,60,1,1,1,1,1,1,1,1,1,1,
5,2,18,3,60,0,0,1,1,1,1,1,1,0,1,
5,2,19,1,60,1,1,1,1,1,1,0,1,0,1,
5,2,20,2,0,1,1,1,1,1,1,1,1,1,1,
5,2,21,1,30,0,0,1,1,1,1,1,1,0,1,
5,2,22,3,30,1,1,1,1,1,1,1,1,1,1,
5,2,23,3,30,1,1,1,1,1,1,1,1,1,1,
5,2,24,1,0,1,1,1,1,1,1,1,1,1,1,
5,2,25,3,60,1,1,1,1,1,1,1,1,1,1,
5,2,26,2,30,1,1,1,1,1,1,0,1,1,1,
5,2,27,2,30,1,1,1,1,1,1,1,1,1,1,
5,2,28,1,0,1,1,1,1,1,1,1,1,1,1,
5,2,29,1,0,1,1,1,1,1,1,0,1,1,1,
5,2,30,1,90,1,1,1,1,1,1,1,1,1,1,
5,3,31,2,0,1,1,1,1,1,1,1,1,1,1,
5,3,32,2,0,1,1,1,1,1,1,1,1,1,1,
5,3,33,3,30,1,1,1,1,1,1,1,1,1,1,
5,3,34,3,30,1,1,1,1,1,1,1,1,1,1,
5,3,35,1,0,1,1,1,1,1,1,1,1,1,1,
5,3,36,1,0,1,1,1,1,1,1,1,1,1,1,
5,3,37,3,30,1,1,1,1,1,1,1,1,1,1,
5,3,38,3,60,1,1,1,1,1,1,1,1,1,1,
5,3,39,1,0,1,1,1,1,1,1,1,1,1,1,
5,4,40,3,0,1,1,1,1,1,1,1,1,1,1,
5,4,41,2,0,1,1,1,1,1,1,1,1,1,1,
5,4,42,1,30,1,1,1,1,1,1,1,1,1,1,
5,4,43,3,30,1,1,1,1,1,1,1,1,1,1,
5,4,44,1,60,1,1,1,1,1,1,1,1,1,1,
5,4,45,1,60,1,1,1,1,1,1,1,1,1,1,
5,4,46,3,30,1,1,1,1,1,1,1,1,1,1,
5,4,47,1,0,1,1,1,1,1,1,1,1,1,1,
5,4,48,1,0,1,1,1,1,1,1,1,1,1,1,
5,4,49,2,0,1,1,1,1,1,1,1,1,1,1,
5,4,50,2,60,1,1,1,1,1,1,1,1,1,1,
5,4,51,1,90,0,0,0,0,0,0,0,1,0,0,
5,5,52,2,30,1,1,1,1,1,1,1,1,1,1,
5,5,53,1,30,0,0,1,1,1,1,0,1,0,1,
5,5,54,1,30,1,1,1,1,1,1,1,1,1,1,
5,5,55,3,60,0,0,1,1,1,1,1,1,0,1,
5,5,56,3,0,1,1,1,1,1,1,0,1,0,1,
5,5,57,2,30,1,1,1,1,1,1,1,1,1,1,
5,5,58,1,0,1,1,1,1,1,1,1,1,1,1,
5,5,59,3,0,1,1,1,1,1,1,1,1,1,1,
5,5,60,2,30,1,0,1,1,1,1,1,1,0,1,
5,5,61,2,30,1,1,1,1,1,1,1,1,1,1,
5,5,62,1,90,1,1,1,1,1,1,1,1,1,1,
5,5,63,3,60,1,0,1,1,1,1,1,1,1,1,
5,5,64,3,0,1,1,1,1,1,1,1,1,1,1,
5,5,65,2,60,1,1,1,1,1,1,1,1,1,1,
5,5,66,1,0,1,1,1,1,1,1,1,1,1,1,
5,5,67,1,0,1,1,1,1,1,1,1,1,1,1,
5,5,68,2,30,1,0,1,0,1,1,1,1,0,1,
5,5,69,1,0,1,1,1,1,1,1,1,1,1,1,
5,6,70,1,60,1,1,1,1,1,1,1,1,1,1,
5,6,71,3,0,1,1,1,1,1,1,1,1,1,1,
5,6,72,3,30,0,0,1,1,1,1,1,1,0,1,
5,6,73,3,60,1,1,1,1,1,1,1,1,1,1,
5,6,74,2,0,1,1,1,1,1,1,1,1,1,1,
5,6,75,1,30,1,1,1,1,1,1,1,1,1,1,
5,6,76,1,30,1,1,1,1,1,1,1,1,1,1,
5,6,77,3,0,1,1,1,1,1,1,1,1,1,1,
5,6,78,3,30,1,1,1,1,1,1,1,1,1,1,
5,6,79,0,0,1,1,1,1,1,1,1,1,1,1,
5,6,80,1,90,1,1,1,1,1,1,0,1,1,1,
6,1,1,2,0,1,1,1,1,1,1,1,1,1,1,
6,1,2,1,0,1,1,1,1,1,1,1,1,1,1,
6,1,3,1,30,1,1,1,1,1,1,1,1,1,1,
6,1,4,1,0,1,1,1,1,1,1,1,1,1,1,
6,1,5,1,60,0,0,1,1,1,1,1,1,0,1,
6,1,6,1,0,1,1,1,1,1,1,1,1,1,1,
6,1,7,3,60,1,1,1,1,1,1,1,1,1,1,
6,1,8,2,0,1,1,1,1,1,1,1,1,1,1,
6,1,9,1,30,1,0,1,1,1,1,1,1,0,1,
6,1,10,2,0,1,1,1,1,1,1,1,1,1,1,
6,1,11,0,60,1,1,1,1,1,1,1,1,1,1,
6,1,12,1,0,1,1,1,1,1,1,1,1,1,1,
6,1,13,1,30,1,1,1,1,1,1,1,0,1,1,
6,1,14,1,0,1,1,1,1,1,1,1,1,1,1,
6,1,15,1,60,1,1,1,1,1,1,1,1,1,1,
6,2,16,3,0,1,1,1,1,1,1,1,1,1,1,
6,2,17,1,30,1,1,1,1,1,1,1,1,1,1,
6,2,18,3,30,1,1,1,1,1,1,1,1,1,1,
6,2,19,3,0,1,1,1,1,1,1,1,1,1,1,
6,2,20,3,60,0,0,1,1,1,1,1,1,0,1,
6,2,21,3,0,1,1,1,1,1,1,1,1,1,1,
6,2,22,2,30,1,1,1,1,1,1,1,1,1,1,
6,2,23,1,0,1,1,1,1,1,1,1,1,1,1,
6,2,24,1,30,1,1,1,1,1,1,1,1,1,1,
6,2,25,1,30,1,1,1,1,1,1,1,1,0,1,
6,2,26,1,30,1,1,1,1,1,1,1,1,1,1,
6,2,27,1,30,1,1,1,1,1,1,1,1,1,1,
6,2,28,0,60,1,1,1,1,1,1,1,1,1,1,
6,2,29,0,60,1,0,1,1,1,1,1,1,1,1,
6,3,30,1,0,1,1,1,1,1,1,1,1,1,1,
6,3,31,1,0,1,1,1,1,1,1,1,1,1,1,
6,3,32,1,90,1,1,1,1,1,1,1,1,1,1,
6,3,33,2,90,0,0,0,0,0,0,0,0,0,1,
6,3,34,1,0,1,1,1,1,1,1,1,1,0,1,
6,3,35,1,0,1,1,1,1,1,1,1,1,1,1,
6,3,36,1,0,1,1,1,1,1,1,1,1,1,1,
6,3,37,1,30,1,1,1,1,1,1,1,1,1,1,
6,3,38,1,30,1,1,1,1,1,1,1,1,1,1,
